index,prompt,evaluation_seed,coco_id
9580,A girl chatting with a mother goat while her baby goat looks on.,9234,206381
2642,A jumbo jet airplane coming in for a landing on a runway.,73512,255213
8627,"A red, white and blue train next to satellites.",91542,112820
23548,A man riding a skateboard while wearing a helmet.,75545,478980
8812,A bird with a berry in its mouth sits on a rock,42520,43610
2850,A pair of slippers sits on the bathroom floor.,22851,47938
2308,A group of motorcycles on display for a crowd.,99949,78748
18183,A long boat filled with people sitting on top of a body of water.,16971,243694
27490,A donut that is on top of a table.,7481,357620
17287,A red train engine traveling down tracks near a forest.,79851,521838
15173,A big dark colored dog standing with his front paws on a skate board.,68912,516396
13960,A laptop keyboard with three small bear figurines sitting on top.,68004,413341
2316,a close up of the tail section of a large passenger airplane,91581,402798
19893,A person riding a brown horse through a green pasture.,42166,386589
22862,A person doing a trick on a snowboard off of a hill.,85691,190689
463,a person riding a motorcycle on a race track,98880,143582
9193,A busy city street at night time as some people cross the street.,31679,490338
13191,Set of several sail boats gliding down a river.,95510,72024
12873,a sign in a cityscape light sup in the rain,62018,462211
10630,A train sitting in the middle of a train station next to a platform.,78198,105261
21916,A man riding skis across snow covered ground.,53850,432300
28458,An entire pizza on a serving platter with a spatula.,62846,116461
22067,A man riding on a skateboard on the sidewalk.,1367,434204
22394,A man in red shirt playing on beach with a frisbee.,2676,298362
6509,A plane just outside of a terminal with other planes in the background.,79321,289173
4772,a man sitting on a bench talking on his cell phone,55901,422517
14880,a large gray elephant standing next to a crowd of people.,29271,17282
13541,A cat in a dark room standing up on all fours.,21839,147425
11626,"An old, weathered street sign that says One Way",87304,98268
17652,A woman and man dance while smiling. ,9407,68435
5365,The two men are riding their motorcycles in the parking lot.,64880,339022
24973,Plate of vegetables and pita sitting on top of a dinner table. ,75973,512013
27315,three tennis players on a court playing tennis,79254,52107
23981,A bunch of bananas sit next to a cup of coffee.,85910,515126
27269,A group of surfers dressed in black riding small waves.,56489,143320
16923,A white furry puppy dog nestled beside a brown teddy bear.,13739,278184
15008,A couple of red trucks parked next to a park.,39592,250076
23695,THERE IS A BOY THAT IS JUMPING IN THE POOL,70026,488756
5233,The living room has a dog sitting on the floor watching the television. ,81129,179441
200,A house boat along the water has bicycles on deck.,84693,14297
28085,A group of white plates topped with piles of donuts.,99448,252711
25748,Two zebras stand in front of a large building.,3861,183302
14393,a sail boat and umbrella along a beach with tall grass,65913,410589
6052,this is a white sink and a white toilet,28961,470348
9215,There's a yellow fire hydrant with blue trim o ntop,63059,131969
20169,A table set for two with salad and bread,61446,4256
20253,A man riding a skateboard on a wooden ramp.,65624,299200
14264,Three skinny white cows are walking down the street.,67775,498400
4077,A person with a moped is waiting for the rain to stop.,8292,258021
12182,A yellow and black caution sign sitting on the side of a wall.,75743,104829
7776,A tall giraffe kissing the bark of a brown tree. ,28128,448426
7377,Birds flying over a sandy beach and landing on a platform.,27579,170849
22601,A man laying on a chair feeding a cat.,6150,337275
27317,Two desks rigged to look like the drivers seats of race cars are at the foot of a bed.,32620,388795
19996,A team of skiers rides intently across the snow.,49711,197388
18453,A dog in a red shirt holding a red frisbee in its mouth. ,61227,242297
590,An office desk with a row of books and a desktop computer and laptop computer on the desk.,63202,26564
7392,An orange fire hydrant with a black hat on top.,60337,84200
4245,A plane is flying through a clear sky,32141,116255
10148,That looks like a wall mural in the background of this photo with a lot of sheet.,11804,173574
12731,Bird perched on a high branch in a tree,90249,111117
1397,A kitchen with a metallic refrigerator freezer next to a sink.,44351,333683
11961,Cows grazing in a fenced-off grassy area. ,30834,551533
7380,Signs posted in front of a municipal complex.,13701,516542
28441,a girl talking to two older woman with their surfboards ,53067,339099
24327,"Plates of steak, vegetables, potatoes and bread are on a table.",84664,165686
29095,A magenta toothbrush sits next to a pair of pliers.,93993,207060
3036,A bathroom with tile and a shower is shown.,28501,578454
26436,A surfer in black is riding a wave in the ocean.,54732,26617
27267,A living room scene with a wire chair and a television.,906,82061
475,a cat sitting in a bathtub not looking amused,88525,558073
20334,A kid playing with a frisbee in the yard.,14982,517822
9669,A red and white train with graffiti on it.,40230,23051
17991,A large body of water with a boat on it.,89820,491836
11772,A giraffe laying on the ground near a fence.,5557,561208
29624,A man serving another man a cake with candles on it.,58615,391722
23392,A long table of bananas is passed by runners.  ,70824,329139
1115,A public restroom with several urinals and stalls.,12685,453020
8496,A group of people standing around a green train car.,78648,509028
22749,Close up of dog holding a soft frisbee in it's mouth,12839,121443
25167,a man on a horse that is in side of a gate,77709,455355
9990,A green shuttle bus taking a turn on a mountain road.,75269,32648
24613,A dip surrounded by vegetables such as celery and broccoli. ,60474,466015
2725,A girls bicycle leaning against a street sign,90212,157416
11213,A bird sitting on top of a log in a lake.,56160,210208
25784,A man wearing a North Carolina basketball jersey performs skateboard tricks,88161,120964
28207,a close up of a piece of cake on a plate,98781,555739
17555,People in matching shirts standing under umbrellas in the sun,99289,508230
20050,a group of teens standing around holding onto skateboards,72559,468297
21748,A grouping of zebras in a pen next to a giraffe.,28897,268729
18963,A cat stares at a television from close up.,57707,127573
25966,a bunch of people that are on a bunch of snow,24092,209989
29577,A pizza with french fries on it on a table.,8598,511453
12591,a small sheep is standing in a pin,79619,428562
18695,A baby elephant walking along a river near a grassy covered shore.,7760,214989
11126,Two birds standing side by side on a branch,2712,101304
7795,A long white train traveling through a lush green hillside.,38699,419624
15666,A crowded street with people carrying umbrellas down a street.,84069,575287
8668,A red stop sign next to a blue street sign.,10496,95899
4179,A large mirror above a sink in a bathroom.,90585,134715
8047,"Three sheep in a vineyard, two black faced and one white faced",95155,533140
2277,The runway has a few airplanes on it.,67055,541627
18200,A large white polar bear laying on top of snow.,90793,304481
17267,A boy throwing an orange frisbee in a park. ,55070,160607
1070,A black cat sits in a bathroom sink.,56883,284623
15548,A man sitting up on a chair with a umbrella.,54892,481422
7844,A man wearing a hat sitting on top of a boat.,20089,395717
1144,Several people snowboarding and one skiing in the snow.,15679,4554
28411,A man goes through the water on a parasail.  ,76523,68257
20583,Cream of wheat and milk in a blue bowl with sliced bananas as a topping.,45777,577853
22880,A snow skier is going down a mountain slope.,59263,88507
22085,a man riding a skateboard down a curvy road.,85045,84130
19062,Six little boys are smiling in front of a wall.,76828,536743
12553,A bus that is sitting in the street.,39422,302137
5286,stuffed animals are sitting together in a street corner,22360,119802
17424,A kitten being roasted inside of a microwave oven.,70263,358359
19823,A person in sneakers on a skateboard hitting a cone.,62895,426182
4791,A man riding a dirt bike up the side of a mountain.,63346,382554
18007,two elephants this one looks like his ear is ripped ,31262,111004
19660,A boy skateboards by a train during a sunset.,68517,283203
17981,A couple of people that are standing near a train.,28762,566524
20328,Fans observing a baseball game in process. ,14176,498439
12821,A train that is sitting on a track.,6203,494439
19429,a boat  that is parked up on the land,51157,533553
14554,A large brown teddy bear sitting in a wooden chair.,90194,67015
16261,an Asian man standing by the back of a taxi cab in the city,32183,385454
15238,A group of cattle in a grassy field near a tree.,59834,458481
17772,A cat walking on a bed with several books on it. ,9733,66355
